"","title","author","school","sentence_spacy","sentence_str","original_publication_date","corpus_edition_date","sentence_length","sentence_lowered","tokenized_txt","lemmatized_str","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"42","Plato - Complete Works","Plato","plato","They must be available promptly, whenever anyone from abroad or from within the state itself approaches them wishing to give information or inquire about those topics on which a state must arrange to answer the questions of other states and receive replies to its own.","They must be available promptly, whenever anyone from abroad or from within the state itself approaches them wishing to give information or inquire about those topics on which a state must arrange to answer the questions of other states and receive replies to its own.",-350,1997,268,"they must be available promptly, whenever anyone from abroad or from within the state itself approaches them wishing to give information or inquire about those topics on which a state must arrange to answer the questions of other states and receive replies to its own.","['they', 'must', 'be', 'available', 'promptly', 'whenever', 'anyone', 'from', 'abroad', 'or', 'from', 'within', 'the', 'state', 'itself', 'approaches', 'them', 'wishing', 'to', 'give', 'information', 'or', 'inquire', 'about', 'those', 'topics', 'on', 'which', 'state', 'must', 'arrange', 'to', 'answer', 'the', 'questions', 'of', 'other', 'states', 'and', 'receive', 'replies', 'to', 'its', 'own']","-PRON- must be available promptly , whenever anyone from abroad or from within the state -PRON- approach -PRON- wish to give information or inquire about those topic on which a state must arrange to answer the question of other state and receive reply to -PRON- own .",0,0,0,0,0,0,0,0,0,1
"43","On The Principles Of Political Economy And Taxation","Ricardo","capitalism","The nature of the evil points out the remedy.","The nature of the evil points out the remedy.",1817,2010,45,"the nature of the evil points out the remedy.","['the', 'nature', 'of', 'the', 'evil', 'points', 'out', 'the', 'remedy']","the nature of the evil point out the remedy .",1,1,1,1,1,1,0,1,1,1
"44","Twilight Of The Idols","Nietzsche","nietzsche","He transfigures things until they reflect his power, until they are stamped with his perfection.","He transfigures things until they reflect his power, until they are stamped with his perfection.",1888,2016,96,"he transfigures things until they reflect his power, until they are stamped with his perfection.","['he', 'transfigures', 'things', 'until', 'they', 'reflect', 'his', 'power', 'until', 'they', 'are', 'stamped', 'with', 'his', 'perfection']","-PRON- transfigure thing until -PRON- reflect -PRON- power , until -PRON- be stamp with -PRON- perfection .",0,1,0,0,1,0,1,1,0,1
"45","Anti-Oedipus","Deleuze","continental","If we must still speak of utopia in this sense, a la Fourier, it is most assuredly not as an ideal model, but as revolutionary action and passion.","If we must still speak of utopia in this sense, a la Fourier, it is most assuredly not as an ideal model, but as revolutionary action and passion.",1972,1997,146,"if we must still speak of utopia in this sense, a la fourier, it is most assuredly not as an ideal model, but as revolutionary action and passion.","['if', 'we', 'must', 'still', 'speak', 'of', 'utopia', 'in', 'this', 'sense', 'la', 'fourier', 'it', 'is', 'most', 'assuredly', 'not', 'as', 'an', 'ideal', 'model', 'but', 'as', 'revolutionary', 'action', 'and', 'passion']","if -PRON- must still speak of utopia in this sense , a la Fourier , -PRON- be most assuredly not as an ideal model , but as revolutionary action and passion .",0,1,0,0,1,0,0,2,0,5
"46","Meditations","Marcus Aurelius","stoicism","Socrates said, 'What will you have?","Socrates said, 'What will you have?",170,2008,35,"socrates said, 'what will you have?","['socrates', 'said', 'what', 'will', 'you', 'have']","Socrates say , ' what will -PRON- have ?",0,0,0,0,0,0,0,0,0,0
"47","Dialogues Concerning Natural Religion","Hume","empiricism","When the mind, by Stoical reflections, is elevated into a sublime enthusiasm of virtue, and strongly smit with any species of honour or public good, the utmost bodily pain and sufferings will not prevail over such a high sense of duty; and it is possible, perhaps, by its means, even to smile and exult in the midst of tortures.","When the mind, by Stoical reflections, is elevated into a sublime enthusiasm of virtue, and strongly smit with any species of honour or public good, the utmost bodily pain and sufferings will not prevail over such a high sense of duty; and it is possible, perhaps, by its means, even to smile and exult in the midst of tortures.",1779,2009,328,"when the mind, by stoical reflections, is elevated into a sublime enthusiasm of virtue, and strongly smit with any species of honour or public good, the utmost bodily pain and sufferings will not prevail over such a high sense of duty; and it is possible, perhaps, by its means, even to smile and exult in the midst of tortures.","['when', 'the', 'mind', 'by', 'stoical', 'reflections', 'is', 'elevated', 'into', 'sublime', 'enthusiasm', 'of', 'virtue', 'and', 'strongly', 'smit', 'with', 'any', 'species', 'of', 'honour', 'or', 'public', 'good', 'the', 'utmost', 'bodily', 'pain', 'and', 'sufferings', 'will', 'not', 'prevail', 'over', 'such', 'high', 'sense', 'of', 'duty', 'and', 'it', 'is', 'possible', 'perhaps', 'by', 'its', 'means', 'even', 'to', 'smile', 'and', 'exult', 'in', 'the', 'midst', 'of', 'tortures']","when the mind , by stoical reflection , be elevate into a sublime enthusiasm of virtue , and strongly smit with any specie of honour or public good , the utmost bodily pain and suffering will not prevail over such a high sense of duty ; and -PRON- be possible , perhaps , by -PRON- mean , even to smile and exult in the midst of torture .",0,4,0,1,4,1,3,3,1,8
"48","Aristotle - Complete Works","Aristotle","aristotle","This slime decays, and first turns white, then black, and finally blood red; and at this stage there originate in it, as it were, little tiny bits of red weed, which at first wriggle about all clinging together, and finally break loose and swim in the water, and are hereupon known as ascarids.","This slime decays, and first turns white, then black, and finally blood red; and at this stage there originate in it, as it were, little tiny bits of red weed, which at first wriggle about all clinging together, and finally break loose and swim in the water, and are hereupon known as ascarids.",-320,1991,294,"this slime decays, and first turns white, then black, and finally blood red; and at this stage there originate in it, as it were, little tiny bits of red weed, which at first wriggle about all clinging together, and finally break loose and swim in the water, and are hereupon known as ascarids.","['this', 'slime', 'decays', 'and', 'first', 'turns', 'white', 'then', 'black', 'and', 'finally', 'blood', 'red', 'and', 'at', 'this', 'stage', 'there', 'originate', 'in', 'it', 'as', 'it', 'were', 'little', 'tiny', 'bits', 'of', 'red', 'weed', 'which', 'at', 'first', 'wriggle', 'about', 'all', 'clinging', 'together', 'and', 'finally', 'break', 'loose', 'and', 'swim', 'in', 'the', 'water', 'and', 'are', 'hereupon', 'known', 'as', 'ascarids']","this slime decay , and first turn white , then black , and finally blood red ; and at this stage there originate in -PRON- , as -PRON- be , little tiny bit of red weed , which at first wriggle about all cling together , and finally break loose and swim in the water , and be hereupon know as ascarid .",0,3,2,1,3,1,2,2,1,3
"49","Plato - Complete Works","Plato","plato","So evidently oratory produces the persuasion that comes from being convinced, and not the persuasion that comes from teaching, concerning what's just and unjust.","So evidently oratory produces the persuasion that comes from being convinced, and not the persuasion that comes from teaching, concerning what's just and unjust.",-350,1997,161,"so evidently oratory produces the persuasion that comes from being convinced, and not the persuasion that comes from teaching, concerning what's just and unjust.","['so', 'evidently', 'oratory', 'produces', 'the', 'persuasion', 'that', 'comes', 'from', 'being', 'convinced', 'and', 'not', 'the', 'persuasion', 'that', 'comes', 'from', 'teaching', 'concerning', 'what', 'just', 'and', 'unjust']","so evidently oratory produce the persuasion that come from be convince , and not the persuasion that come from teaching , concern what be just and unjust .",1,0,0,0,0,0,0,1,1,0
"50","The Search After Truth","Malebranche","rationalism","being, cause, principle, form, quality, and other such ideas.","being, cause, principle, form, quality, and other such ideas.",1674,1997,61,"being, cause, principle, form, quality, and other such ideas.","['being', 'cause', 'principle', 'form', 'quality', 'and', 'other', 'such', 'ideas']","be , cause , principle , form , quality , and other such idea .",0,0,0,0,0,0,0,0,0,0
"51","Plato - Complete Works","Plato","plato","Well, how could there be true or false fears, true or false expectations, true or false judgments, Protarchus?","Well, how could there be true or false fears, true or false expectations, true or false judgments, Protarchus?",-350,1997,110,"well, how could there be true or false fears, true or false expectations, true or false judgments, protarchus?","['well', 'how', 'could', 'there', 'be', 'true', 'or', 'false', 'fears', 'true', 'or', 'false', 'expectations', 'true', 'or', 'false', 'judgments', 'protarchus']","well , how could there be true or false fear , true or false expectation , true or false judgment , Protarchus ?",0,0,0,0,0,0,0,0,0,0
"52","Vindication Of The Rights Of Woman","Wollstonecraft","feminism","The sentiment, that a woman may allow all innocent freedoms, provided her virtue is secure, is both grossly indelicate and dangerous, and has proved fatal to many of your sex.","The sentiment, that a woman may allow all innocent freedoms, provided her virtue is secure, is both grossly indelicate and dangerous, and has proved fatal to many of your sex.",1792,2001,175,"the sentiment, that a woman may allow all innocent freedoms, provided her virtue is secure, is both grossly indelicate and dangerous, and has proved fatal to many of your sex.","['the', 'sentiment', 'that', 'woman', 'may', 'allow', 'all', 'innocent', 'freedoms', 'provided', 'her', 'virtue', 'is', 'secure', 'is', 'both', 'grossly', 'indelicate', 'and', 'dangerous', 'and', 'has', 'proved', 'fatal', 'to', 'many', 'of', 'your', 'sex']","the sentiment , that a woman may allow all innocent freedom , provide -PRON- virtue be secure , be both grossly indelicate and dangerous , and have prove fatal to many of -PRON- sex .",1,1,0,2,1,1,0,3,2,3
